91.2076	93.3848	93.3792	93.5189	93.1611	93.4692	93.2903	93.3429	93.2466	93.5082	93.2679	93.5092	93.4143	93.2578	93.4889	93.2714	93.2817	93.3474	93.2183	93.3308	93.3535	93.2665	93.3687	93.431	93.4632	93.3892	93.3169	93.38	93.3788	93.2577	93.3856	93.4002	93.345	93.1884	93.3245	93.2748	93.3514	93.4231	93.2441	93.3708	93.4007	93.2536	93.1672	93.4709	93.3751	93.474	93.4245	93.0615	93.4869	93.197	93.3189	93.3185	93.4836	92.9138	93.3425	93.1207	91.9405	92.7582	91.7045	92.7729	90.2629	92.0734	92.5551	93.1349	
92.2218	93.3596	93.5354	93.3858	93.2566	93.4862	93.1969	93.2137	93.1762	93.5309	93.4654	93.2401	93.4039	93.4972	93.3673	93.2659	93.4404	93.3622	93.2886	93.399	93.3336	93.3105	93.4433	93.3175	93.3358	93.4588	93.3695	93.5114	93.3754	93.3121	93.316	93.4156	93.4933	92.9711	93.3221	93.5052	93.3972	93.3529	93.4336	93.3515	93.3489	93.2647	93.4283	93.3296	93.2974	93.2818	93.3504	93.1302	93.2338	93.082	93.5159	93.2152	92.9946	93.0355	93.5479	92.9557	92.4539	92.539	92.1343	92.0615	92.0961	92.4957	92.4348	93.2964	
92.0893	93.5972	93.2284	93.2819	93.4395	93.4301	93.3257	93.5637	93.2912	93.2332	93.3735	93.3378	93.3573	93.2776	93.3768	93.3948	93.3248	93.254	93.4447	93.2814	93.2173	93.275	93.3367	93.5131	93.233	93.4337	93.301	93.314	93.4543	93.4799	93.2931	93.2902	93.3765	93.122	93.2292	93.4785	93.2976	93.1423	93.2324	93.1785	93.2504	93.377	93.3284	93.3762	93.3524	93.3419	93.4412	92.9714	93.5587	93.3985	93.3185	93.0278	93.4151	93.1179	93.381	93.1459	93.1269	91.863	91.6672	91.5037	90.1792	92.3016	92.331	93.166	
92.1132	93.3566	93.4114	93.5111	93.2956	93.2764	93.4044	93.2537	93.453	93.2573	93.5018	93.4489	93.2387	93.4375	93.3675	93.4253	93.2565	93.4228	93.257	93.3424	93.3425	93.2771	93.4631	93.3325	93.2521	93.2719	93.5491	93.1016	93.5308	93.3521	93.4194	93.3343	93.3007	93.4108	93.2005	93.4236	93.3436	93.334	93.403	93.2764	93.2848	93.282	93.3626	93.3502	93.4245	93.028	93.3772	93.2113	92.8554	93.3616	93.1918	93.385	93.1371	93.1429	92.8815	92.6767	93.0468	91.331	92.8573	91.4278	91.0622	93.0604	92.6455	92.997	
92.1694	93.4325	93.144	93.4814	93.1752	93.5726	93.386	93.2709	93.4943	93.2993	93.2377	93.3475	93.3462	93.3323	93.5055	93.2686	93.3708	93.2556	93.469	93.3826	93.277	93.376	93.4951	93.3682	93.3126	93.4114	93.4618	93.3718	93.3926	93.3949	93.3553	93.4642	93.4334	93.3308	93.1801	93.4528	93.4428	93.4396	93.2256	93.4001	93.3487	93.1649	93.4571	93.0856	93.3532	93.4234	93.348	93.3855	93.0544	93.2415	93.08	93.3367	93.2531	93.145	93.1264	93.0836	92.1535	92.4531	92.011	93.114	92.0706	92.1975	92.6014	93.2193	
92.4093	93.2332	93.3779	93.2015	93.5228	93.0988	93.431	93.4734	93.4769	92.9513	93.5909	93.3513	93.1541	93.5786	93.3808	93.3825	93.1913	93.4602	93.3219	93.2618	93.3085	93.3888	93.357	93.3177	93.2537	93.5047	93.439	93.2129	93.3654	93.4541	93.32	93.2049	93.4418	93.281	93.383	93.372	93.196	93.3196	93.4245	93.2304	93.4234	93.1758	93.4407	93.3216	93.2144	93.1686	93.1637	93.2049	92.3391	93.3718	92.7399	93.2273	93.1962	92.3823	93.6254	92.9563	91.4633	92.1554	89.7822	92.1455	85.5206	87.9829	92.3927	93.0957	
91.9863	93.5064	93.2778	93.3269	93.3525	93.3283	93.3925	93.3728	93.4315	93.2102	93.4422	93.3028	93.4639	93.3802	93.3357	93.3915	93.4257	93.211	93.4759	93.2623	93.3405	93.3654	93.2183	93.2911	93.33	93.3007	93.3741	93.2628	93.3682	93.3677	93.0714	93.5365	93.2494	93.3739	93.2494	93.3759	93.2508	93.1471	93.3008	93.3946	93.3578	93.3491	93.2994	93.3751	93.3955	93.3636	93.2983	93.3157	93.1797	93.346	93.353	93.1169	93.4632	93.1219	93.3874	93.1002	92.6087	92.9825	91.7715	91.9207	92.3166	92.5249	92.7212	92.922	
92.0149	93.425	93.4353	93.449	93.2334	93.5499	92.9397	93.4753	93.4436	93.5032	93.0512	93.383	93.4081	93.4207	93.2198	93.3873	93.3073	93.437	93.2417	93.4316	93.4099	93.3445	93.3964	93.2543	93.5401	93.1211	93.2269	93.4848	92.9938	93.511	93.248	93.4746	93.3384	93.2935	93.2748	93.0942	93.5943	93.023	93.4029	93.3865	93.419	92.9009	93.3129	93.0599	93.4707	93.2948	93.3393	93.1809	92.792	92.8962	93.3388	93.0278	93.55	92.9333	93.5837	92.8064	92.4081	92.1544	90.5451	91.3844	89.4624	92.6168	93.0537	92.8683	
92.2176	93.2039	93.4204	93.1482	93.5542	93.2791	93.3679	93.3996	93.2714	93.4786	93.2877	93.3747	93.3812	93.2335	93.4312	93.3606	92.9389	93.4717	93.4351	92.9727	93.3863	93.3785	93.0495	93.4418	93.392	93.2108	93.5791	93.3055	93.3059	93.2371	93.4574	93.4385	93.4459	93.258	93.2511	93.3703	93.4171	93.3979	93.2515	93.3086	93.3294	93.3335	93.2458	93.4019	93.2826	93.5271	93.113	93.1271	93.1172	93.1068	93.3117	93.1785	93.4932	93.2648	93.1494	93.1996	90.4616	92.3941	89.8101	92.7227	91.267	91.8394	93.4618	92.758	
92.2452	93.4718	93.3368	93.3873	93.3085	93.3608	93.3883	93.4171	93.5382	93.3266	93.1734	93.5832	93.1107	93.4129	93.434	93.3887	93.3559	93.3117	93.499	93.28	93.2593	93.5691	93.1681	93.3419	93.5282	93.4166	93.3369	93.3385	93.309	93.4822	93.4115	93.3985	93.3092	93.2015	93.5103	93.1798	93.3825	93.334	93.2985	93.3292	93.2398	93.3246	93.119	93.393	93.3949	93.3968	93.3048	93.3294	93.3298	93.4385	93.3389	93.335	93.4602	93.4458	93.4581	93.1348	92.8546	92.1901	92.5746	92.5956	92.1613	93.0123	93.3544	92.7908	
91.9235	93.3381	93.4442	93.4638	93.2835	93.4385	93.5614	93.274	93.47	93.3324	93.4484	93.4282	93.1732	93.4423	93.499	93.3704	93.4168	93.149	93.4437	93.2602	93.304	93.3828	93.2781	93.2599	93.463	93.3122	93.401	93.2577	93.2036	93.3923	93.2518	93.2812	93.1706	93.4769	93.0184	93.3886	93.3011	93.2074	93.1043	93.1001	93.1448	93.19	93.1844	93.2402	93.2884	93.1469	93.0102	93.0581	92.7877	93.0507	93.2485	93.0978	93.2435	92.8291	93.1157	91.7469	92.1414	91.821	91.5223	92.3506	91.1972	93.0387	92.3194	92.944	
91.9832	93.4388	93.3728	93.2915	93.4976	93.137	93.541	93.3725	93.4343	93.3878	93.4443	93.3837	93.1722	93.4191	93.4838	93.34	93.1793	93.4043	93.2466	93.4506	93.3803	93.1014	93.3657	93.2769	93.3314	93.5428	93.217	93.4347	93.326	93.2033	93.2126	93.0468	93.3981	93.3654	93.2816	93.2053	93.3344	93.0652	93.1475	93.2257	93.4073	92.7907	93.3592	93.2158	93.0972	93.2189	92.8802	92.7215	92.8895	93.0177	93.0149	92.9685	93.0193	92.8761	92.757	91.8118	91.3098	91.9893	91.7701	92.1075	91.2162	93.1851	92.5613	92.9087	
92.0552	93.5878	93.0587	93.6561	93.2563	93.0649	93.5374	93.4063	93.398	93.3176	93.4144	93.1746	93.286	93.4322	93.4483	93.3541	93.4769	93.3327	93.3696	93.4457	93.1753	93.5581	93.2125	93.4994	93.5369	93.4	93.3237	93.3787	93.3489	93.3619	93.3277	93.3424	93.428	93.2421	93.4804	93.3398	93.3404	93.2143	93.3206	93.3339	93.598	93.2851	93.503	93.0019	93.5631	93.4571	93.0197	93.2308	93.0662	93.1505	93.3345	93.0134	93.6929	92.6295	93.1771	92.3163	92.4394	91.7893	92.2236	92.2918	91.5231	93.1003	92.8496	92.9532	
92.2583	93.2218	93.5322	93.1907	93.4753	93.2425	93.3529	93.3992	93.5079	93.2743	93.2557	93.5525	93.3651	93.4438	93.2634	93.4745	93.2444	93.4981	93.2084	93.4023	93.4404	93.4226	93.3814	93.35	93.4253	93.3697	93.4161	93.4305	93.4053	93.1891	93.5054	92.9238	93.3939	93.1324	93.3509	93.1134	93.2071	93.3098	93.0398	93.2793	93.2095	93.2343	93.171	93.1473	93.0871	93.1315	92.8143	92.8167	93.0629	93.0926	92.9137	93.0587	93.065	92.3529	92.4122	91.9019	90.824	92.3629	91.9015	92.7764	91.9282	92.8536	93.1883	92.8277	
92.2696	93.3299	93.5221	93.3159	93.4665	93.3328	93.3113	93.4733	93.3598	93.3934	93.2958	93.502	93.4582	93.3726	93.3747	93.5791	93.3319	93.3036	93.543	93.1561	93.3027	93.4509	93.349	93.2411	93.4755	93.4258	93.308	93.3554	93.3618	93.5316	93.3734	93.3475	93.1552	93.333	93.4369	93.1322	93.3905	93.3852	93.1911	93.0256	93.3514	93.1304	93.3524	93.232	93.3025	93.1498	92.8814	93.0619	93.082	93.1855	93.179	93.136	93.2316	92.8846	93.2106	92.6064	91.83	92.5848	91.3075	92.7385	91.1952	93.1773	93.0417	92.8816	
92.0578	93.1909	93.3139	93.4445	93.3688	93.223	93.4777	93.3618	93.4566	93.2678	93.465	93.3433	93.3343	93.2462	93.5023	93.3368	93.3916	93.4144	93.5114	93.2609	93.2992	93.4978	93.324	93.4356	93.3145	93.4655	93.3463	93.3319	93.4835	93.3799	93.3561	93.3308	93.4438	93.3258	93.5172	93.1253	93.3387	93.1609	93.2972	93.2154	93.3459	93.2778	93.2063	93.3291	93.3318	93.2116	93.4292	92.6566	92.9874	93.0154	93.348	93.0141	93.334	93.1557	92.8621	92.9475	91.2955	93.0463	92.8591	92.69	92.5474	93.2088	93.0201	92.8797	
92.0352	93.6156	93.2772	93.3976	93.4596	93.2485	93.3559	93.5193	93.1976	93.5416	93.2659	93.1572	93.4295	93.2238	93.4123	93.2755	93.5868	93.1784	93.4867	93.4473	93.3234	93.4498	93.189	93.5203	93.2706	93.3768	93.2497	93.6292	93.3584	93.2653	93.2965	93.5429	93.1459	93.3846	93.4917	93.2447	93.372	93.2202	93.2219	93.1583	93.1089	93.2774	93.1392	93.2651	93.2571	93.316	92.7233	92.8821	92.4599	92.8457	92.99	93.1134	93.1383	92.1009	93.0172	91.1465	91.1323	91.8258	91.3108	92.958	90.5293	93.0088	93.2434	92.7499	
92.2529	93.2758	93.4512	93.4578	93.2086	93.4913	93.3092	93.4668	93.3749	93.3854	93.0155	93.668	93.3282	93.2665	93.5305	93.218	93.3161	93.3116	93.2641	93.6323	93.2952	93.3462	93.4094	93.345	93.338	93.3808	93.4535	93.1536	93.3156	93.2667	93.3345	93.3185	93.2704	93.2355	93.5432	93.1452	93.3173	93.2028	93.4451	93.205	93.2985	93.2418	93.2923	93.3063	93.4533	92.837	92.6726	92.9061	92.5708	92.9936	92.8333	92.9554	92.7723	93.2312	92.1718	91.79	88.5156	93.0516	90.1135	93.0883	91.7184	92.908	93.1132	92.8805	
92.2262	93.4578	93.1894	93.5663	93.2047	93.3629	93.4168	93.3856	93.375	93.4232	93.486	93.2597	93.375	93.422	93.3715	93.5087	93.2262	93.4903	93.412	93.3132	93.3794	93.5925	92.8391	93.494	93.3836	93.4166	93.4204	93.3573	93.4229	93.3191	93.4372	93.4382	93.3148	93.444	93.3111	93.3166	93.337	93.3726	93.3682	93.3108	93.4333	93.38	93.3664	93.4361	93.4183	93.4217	92.6267	93.1166	93.0494	92.9101	93.2736	92.0847	93.1456	92.7451	92.9768	90.536	92.6312	92.0437	92.4303	92.8477	92.2251	93.1708	93.357	92.9208	
